"id","trial","stim","lambda","scrsim","ntrialsscr"
"29",16,"CSminus",0,0.23914845,32
"29",17,"CSminus",1,0.215233605,32
"29",18,"CSplus",0,0.619156395,32
"29",19,"CSminus",0,0.2937102445,32
"29",20,"CSplus",0,0.5572407555,32
"29",21,"CSplus",0,0.50151667995,32
"29",22,"CSminus",1,0.36433922005,32
"29",23,"CSplus",0,0.327905298045,32
"29",24,"CSminus",0,0.451365011955,32
"29",25,"CSplus",0,0.3951147682405,32
"29",26,"CSminus",0,0.4062285107595,32
"29",27,"CSplus",0,0.35560329141645,32
"29",28,"CSplus",0,0.36560565968355,32
"29",29,"CSminus",0,0.320042962274805,32
"29",30,"CSminus",1,0.329045093715195,32
"29",31,"CSplus",0,0.296140584343675,32
"29",32,"CSminus",0,0.388038666047325,32
"30",1,"CSminus",0,0.5,32
"30",2,"CSplus",0,0.55,32
"30",3,"CSplus",1,0.5,32
"30",4,"CSminus",0,0.45,32
"30",5,"CSplus",0,0.595,32
"30",6,"CSminus",0,0.405,32
"30",7,"CSminus",0,0.3645,32
"30",8,"CSplus",1,0.6355,32
"30",9,"CSplus",0,0.32805,32
"30",10,"CSminus",0,0.57195,32
"30",11,"CSplus",1,0.295245,32
"30",12,"CSminus",0,0.614755,32
"30",13,"CSplus",0,0.6532795,32
"30",14,"CSminus",0,0.2657205,32
"30",15,"CSplus",0,0.68795155,32
"30",16,"CSminus",0,0.23914845,32
"30",17,"CSminus",1,0.215233605,32
"30",18,"CSplus",0,0.619156395,32
"30",19,"CSminus",0,0.2937102445,32
"30",20,"CSplus",0,0.5572407555,32
"30",21,"CSplus",0,0.50151667995,32
"30",22,"CSminus",1,0.36433922005,32
"30",23,"CSplus",0,0.327905298045,32
"30",24,"CSminus",0,0.451365011955,32
"30",25,"CSplus",0,0.3951147682405,32
"30",26,"CSminus",0,0.4062285107595,32
"30",27,"CSplus",0,0.35560329141645,32
"30",28,"CSplus",0,0.36560565968355,32
"30",29,"CSminus",0,0.320042962274805,32
"30",30,"CSminus",1,0.329045093715195,32
"30",31,"CSplus",0,0.296140584343675,32
"30",32,"CSminus",0,0.388038666047325,32
