"id","trial","dcm1","dcm2","dcm3","dcm4"
2147,5,0.13228,0.05957,3.0681,2.1508
2147,6,0.31542,0.012369,0.93065,3.3258
2147,7,0.11688,0.86719,3.077,3.2484
2147,8,0.21836,0.025883,3.0716,1.7178
2147,9,0.28426,4.1249,3.0953,0.17641
2147,10,0.26426,5.9933,3.0895,2.301
2147,11,0.31008,5.7905,3.094,0.55772
2147,12,2.4551,4.2314,0.24644,3.1183
2147,13,0.20665,0.044769,1.5141,1.7862
2147,14,0.22386,5.9857,3.0922,2.5088
2147,15,0.22437,5.2138,3.0874,1.5413
2147,16,0.41391,5.9926,3.092,1.4132
2147,17,0.16025,0.19531,3.0786,1.6638
2147,18,0.22809,5.9626,3.0906,2.4634
2147,19,0.2648,0.018278,1.0968,1.8597
2147,20,0.072647,0.073815,3.0772,3.9554
2147,21,0.29757,0.011534,0.63624,3.3218
2147,22,0.86542,3.3806,0.75361,2.0799
2147,23,0.20605,0.14152,3.0796,2.335
2147,24,0.22662,3.6683,3.0769,1.5109
2147,25,0.17431,0.062114,2.262,1.7384
2147,26,0.16458,0.33796,3.07,2.4716
2147,27,0.30513,0.051557,0.88637,3.1979
2147,28,0.16021,0.064477,3.0789,2.8783
2147,29,0.18159,2.707,2.5053,1.7806
2147,30,0.39637,0.94062,0.8732,1.9643
2147,31,0.53111,4.3227,1.4039,1.1903
2147,32,7.8246,5.7121,0.14949,0.36039
2169,1,0.334,0.23017,2.6256,0.020049
2169,2,0.88125,5.9865,1.6769,0.04647
2169,3,0.58155,0.10054,2.0197,1.7145
2169,4,0.22138,0.20467,2.8221,1.7149
2169,5,0.55464,0.028023,1.5572,0.51244
2169,6,1.4504,4.1865,0.78442,0.0073132
2169,7,4.2838,0.1848,0.1603,2.111
2169,8,1.0881,2.6002,1.0658,0.0036198
2169,9,0.17046,0.65482,2.9544,2.4293
2169,10,1.5731,0.0066264,0.61891,0.98512
2169,11,0.55614,0.37747,1.9024,1.2754
2169,12,0.73026,0.060253,0.61085,2.2109
2169,13,0.43392,0.020042,0.62217,3.062
2169,14,0.6068,1.3967,1.2531,1.3066
2169,15,0.96085,3.0864,1.3941,0.026308
2169,16,3.8198,1.0355,0.14665,1.4072
2169,17,0.37294,5.3962,3.0905,0.0029817
2169,18,1.0268,3.1881,1.3453,0.011804
2169,19,0.49796,2.3154,2.2662,0.9745
2169,20,0.22556,2.7476,2.2839,2.1168
2169,21,0.39133,2.2279,2.969,0.0015177
2169,22,0.8335,3.7325,1.3535,0.96886
2169,23,0.29559,2.1277,1.9357,0.87483
2169,24,0.63851,0.88289,1.4898,0.79996
2169,25,1.2995,4.1391,1.0631,0.1956
2169,26,4.0189,1.7385,0.16567,0.34479
2169,27,0.30712,2.9785,1.9651,2.6684
2169,28,1.271,2.4305,0.57553,0.56905
2169,29,2.1267,4.5047,0.7351,0.0067608
2169,30,0.12692,1.2461,2.1207,2.042
2169,31,0.35084,2.0532,2.2836,2.3996
2169,32,5.6789,5.4784,0.15531,0.024654
2387,1,0.0036946,5.7494,2.8941,6.758
2387,2,0.59103,0.023629,0.71487,0.45977
2387,3,0.17296,0.0922,3.0601,4.9331
2387,4,2.8663,3.2144,0.2764,0.62826
2387,5,0.39756,5.9907,3.0859,0.052536
2387,6,11.166,5.5964,0.13856,0.065786
2387,7,0.28812,5.9843,3.0799,2.6644
2387,8,0.28567,5.4388,3.0828,0.014966
2387,9,0.1376,5.9772,2.9876,3.631
2387,10,0.39181,0.020408,3.0666,0.25664
2387,11,0.14086,1.667,2.8978,5.3819
2387,12,0.20266,0.4177,3.0781,0.70621
2387,13,0.37188,0.0094555,1.9324,0.78885
2387,14,0.26405,0.016191,0.95217,3.8987
2387,15,2.4209,5.861,0.18912,3.2758
2387,16,1.726,0.0011671,0.48858,1.113
2387,17,0.2294,0.031665,3.0829,1.6429
2387,18,0.2603,1.2036,3.0944,0.63038
2387,19,0.21873,0.028094,3.0876,0.5972
2387,20,0.33123,0.0077297,1.0291,4.0591
2387,21,0.20152,0.035804,2.196,0.91811
2387,22,0.13554,0.028439,2.2024,3.4248
2387,23,0.24155,0.040438,3.088,0.4545
2387,24,0.19692,0.016401,2.7541,2.2971
2387,25,0.2541,0.0091846,2.7225,0.92996
2387,26,0.18098,0.026777,3.0867,0.79022
2387,27,0.49784,2.7776,3.0959,0.33977
2387,28,0.24719,0.030763,2.7622,1.0651
2387,29,0.27444,0.019525,3.0924,0.81075
2387,30,0.25011,0.046698,3.093,0.75308
2387,31,0.35051,3.2876,3.0974,0.077015
2387,32,0.21501,0.17326,3.0737,0.50465
2670,1,0.12214,3.7937,3.0816,0.0033313
2670,2,0.00047189,5.7771,2.838,3.892
2670,3,0.11271,5.9903,3.049,0.34057
2670,4,0.065435,1.9945,2.429,3.1946
2670,5,0.15149,5.9893,3.09,0.0024837
2670,6,0.037251,0.28732,3.0228,3.6163
2670,7,0.10165,4.4194,3.0924,0.0012038
2670,8,0.026293,0.083563,3.0011,3.819
2670,9,0.1056,0.20195,3.0923,0.38576
2670,10,0.12152,0.032406,3.0862,0.28632
2670,11,0.00012094,5.7546,2.8026,3.9329
2670,12,0.00013775,5.6968,2.7832,3.4616
2670,13,0.11665,5.992,3.0761,0.0067124
2670,14,11.417,5.9615,0.10547,0.011534
2670,15,1.2034,5.8355,0.15666,2.7832
2670,16,0.11558,1.9522,3.0845,0.2655
2670,17,0.14094,0.020234,3.0927,0.38658
2670,18,0.00024602,5.7675,2.8674,3.4651
2670,19,0.00012037,5.7021,2.8147,3.9901
2670,20,0.10853,1.2417,3.0918,0.29142
2670,21,0.124,0.02262,3.0925,0.31355
2670,22,0.00016622,5.8095,2.8513,4.0363
2670,23,0.1184,0.093749,3.0868,0.28247
2670,24,0.12979,0.013889,3.088,0.23512
2670,25,8.8961e-05,5.7742,2.8081,4.34
2670,26,0.067812,0.5422,3.0166,0.12457
2670,27,8.3502e-05,5.7614,2.8084,4.1576
2670,28,0.082438,0.35418,3.0193,0.11529
2670,29,8.169e-05,5.7615,2.8035,4.4336
2670,30,0.054695,0.58531,3.0269,0.045772
2670,31,0.0001768,5.7356,2.804,3.0495
2670,32,2.3691,5.8819,0.25135,1.2386
2795,1,0.40947,5.9902,3.0617,2.1671
2795,2,0.20326,0.043416,3.0433,0.90752
2795,3,0.62924,5.9972,3.0912,0.0084311
2795,4,0.22026,0.065789,3.0828,1.0334
2795,5,0.2378,0.05669,3.0898,0.91148
2795,6,0.57488,5.9971,3.0871,0.046717
2795,7,0.3192,0.015921,1.0477,2.445
2795,8,0.22829,1.6478,3.0907,0.99435
2795,9,0.20507,0.028879,3.0853,1.3854
2795,10,0.21042,0.87379,3.0711,0.44772
2795,11,0.00049338,5.9267,2.9797,1.4067
2795,12,0.64505,0.014945,2.2308,1.2001
2795,13,0.14883,0.043731,3.0636,0.94725
2795,14,0.58382,4.8668,3.0611,0.35423
2795,15,0.21607,3.9005,3.0913,1.1335
2795,16,0.20458,1.2691,3.0888,0.86456
2795,17,0.26986,0.068123,3.07,2.4134
2795,18,0.28943,0.055895,3.0907,0.95366
2795,19,0.32994,0.040148,1.0803,0.88082
2795,20,0.588,5.5802,3.0955,0.41818
2795,21,0.26431,1.6103,3.0864,0.011272
2795,22,0.33049,3.6593,3.0933,1.1341
2795,23,0.18654,0.29047,3.0862,1.3902
2795,24,0.40529,4.0715,3.0951,0.46011
2795,25,0.24809,3.8847,3.0927,0.0095982
2795,26,0.34653,4.4576,3.0856,0.30975
2795,27,0.73751,0.0081659,0.87466,1.0939
2795,28,0.45927,3.6292,2.5395,1.6155
2795,29,0.17846,0.22746,3.0843,0.96657
2795,30,0.20079,1.7173,3.0886,1.0801
2795,31,0.26754,1.1087,3.0784,0.75583
2795,32,0.22618,4.197,3.0734,0.90684
2845,1,0.07677,5.9827,3.0542,0.17302
2845,2,0.00017532,5.9042,2.8772,1.9279
2845,3,0.087523,0.013407,2.3306,0.084484
2845,4,0.09994,0.025066,3.0779,0.046926
2845,5,0.00012213,5.8489,2.7592,2.4602
2845,6,0.00011347,5.8419,2.7701,2.6558
2845,7,0.0071551,0.30579,2.9398,0.0016166
2845,8,0.00013344,5.8505,2.77,3.3407
2845,9,0.1058,0.090424,0.93669,0.0013584
2845,10,0.00023071,5.8616,2.7827,3.369
2845,11,0.085912,0.026555,2.3016,0.18009
2845,12,0.066248,0.066193,3.0789,0.17354
2845,13,0.00015641,5.8516,2.7848,1.7405
2845,14,0.00020668,5.8618,2.7828,3.0923
2845,15,0.0082619,0.15789,2.9354,0.0014091
2845,16,0.00021173,5.8509,2.7799,3.7984
2845,17,0.10592,0.029192,1.9645,0.23418
2845,18,0.061865,0.11185,3.0657,0.043425
2845,19,0.00017201,5.8578,2.7882,2.5883
2845,20,0.11666,0.050555,1.1441,0.0015687
2845,21,0.00024812,5.8601,2.7818,3.2362
2845,22,0.036361,0.14776,1.7665,0.0015841
2845,23,0.00020166,5.8472,2.7697,4.0714
2845,24,0.0043687,0.88032,2.8164,0.0023599
2845,25,0.00019072,5.844,2.7671,3.9932
2845,26,8.9609e-05,5.8129,2.8037,0.00076758
2845,27,9.5094,5.3154,0.11623,0.0063699
2845,28,0.00022894,5.8249,2.7642,2.9339
2845,29,0.077898,5.9828,3.0929,0.00077586
2845,30,0.04791,0.034485,3.0719,0.0034212
2845,31,0.00016353,5.8515,2.7711,3.1586
2845,32,0.075279,0.11612,1.7104,0.0035746
2845,33,0.00027378,5.8283,2.7533,4.1643
2845,34,8.1172e-05,5.812,2.7979,0.00072424
2845,35,9.2301,5.3142,0.12373,0.010356
2845,36,7.1767,5.3835,0.1188,0.012232
2845,37,0.049451,0.76164,3.0565,0.70518
2845,38,0.066175,0.038578,1.0819,0.00061316
2845,39,5.5623,5.2635,0.1828,0.030762
2846,1,16.963,5.4673,0.13255,0.020793
2846,2,5.8906,0.091695,0.18055,0.72785
2846,3,0.20689,3.1913,1.5045,6.5187
2846,4,0.37269,3.4282,3.0838,0.027732
2846,5,0.00079687,5.2628,2.854,8.1464
2846,6,5.3769,5.3842,0.23104,0.040169
2846,7,0.32523,0.030449,3.0811,0.84097
2846,8,0.4978,0.014804,3.0833,1.3001
2846,9,0.32724,0.061006,3.087,0.8734
2846,10,0.21286,0.037022,3.0712,3.5409
2846,11,0.37337,0.044438,3.0851,0.54312
2846,12,0.064217,0.13952,3.0525,3.7556
2846,13,1.6661,0.0031378,0.87802,0.88381
2846,14,0.23015,0.11145,3.0615,0.38314
2846,15,0.32916,0.024478,3.0771,3.8069
2846,16,0.26408,0.21335,3.0855,0.8391
2846,17,0.45129,0.004496,2.0097,2.0501
2846,18,0.28184,0.026508,3.0916,0.71485
2846,19,0.123,0.046145,3.0666,4.5513
2846,20,0.30843,0.36384,3.0865,0.75734
2846,21,0.10939,0.07007,3.0699,5.325
2846,22,0.29611,0.67402,3.0908,0.63338
2846,23,0.32125,0.454,3.0938,0.73472
2846,24,0.29019,0.031305,3.0918,1.9325
2846,25,0.2889,0.16033,3.0895,1.0035
2846,26,0.38965,3.7482,3.0961,0.015579
2846,27,0.28487,0.058565,3.0857,1.4512
2846,28,0.32233,0.024907,3.089,0.96334
2846,29,0.3379,0.0618,3.0914,0.79156
2846,30,0.2986,0.034109,3.093,1.283
2846,31,0.32708,0.050165,3.0937,0.79217
2846,32,0.30857,0.12686,3.0927,0.75601
2846,33,0.19649,0.023986,3.0783,0.24712
2846,34,0.41903,0.010591,3.0901,0.85032
2846,35,0.29615,0.0814,3.0911,0.68376
2846,36,0.21222,0.012455,2.0952,2.4509
2846,37,0.32066,0.3496,3.094,1.0083
2846,38,0.31336,0.072556,3.0937,0.76993
2846,39,0.30243,0.021409,3.0941,0.60207
2846,40,0.18657,0.043144,2.0162,2.2974
2917,1,0.080197,5.9732,3.062,1.3694
2917,2,0.91785,0.0062931,0.46499,2.2148
2917,3,0.1587,0.019565,0.93416,3.1598
2917,4,0.074473,0.48232,3.0922,0.73477
2917,5,12.082,5.9998,0.10368,0.11657
2917,6,0.00010031,5.9218,2.8853,3.6937
2917,7,0.14499,1.7393,1.2832,0.42542
2917,8,3.5956,0.37906,0.1639,3.7271
2917,9,0.059505,5.5957,2.9063,0.209
2917,10,0.64317,4.5561,0.84395,3.7812
2917,11,0.28372,5.9952,0.94986,0.54927
2917,12,0.019091,2.3348,2.8969,4.1773
2917,13,0.00075553,5.9393,2.9049,2.3362
2917,14,0.09142,3.5248,3.0465,2.33
2917,15,0.15323,1.4662,0.3371,3.668
2917,16,0.11694,3.2703,3.0891,0.10627
2917,17,0.00023827,5.9301,2.9028,4.2785
2917,18,0.09332,0.038184,0.89297,1.2453
2917,19,0.21256,3.9536,1.2498,4.2555
2917,20,0.097163,5.9949,1.7689,0.55748
2917,21,1.8923,5.8859,0.35402,2.7846
2917,22,0.15855,5.9957,3.0217,0.81152
2917,23,0.10633,0.31669,3.0735,0.75516
2917,24,0.044868,5.9808,3.0431,3.0125
2917,25,0.075223,5.984,3.0843,2.8498
2917,26,0.19005,4.8322,3.0936,0.0053584
2917,27,0.25177,5.8604,3.0966,0.0013722
2917,28,0.11949,0.10036,1.0313,2.2031
2917,29,0.14653,0.097717,3.0859,0.61285
2917,30,0.10059,0.72481,3.0909,1.8453
2917,31,0.18788,0.15461,1.7076,0.82924
2917,32,0.14105,0.095004,0.95085,1.7985
2950,1,3.1779,4.7709,0.29714,0.016508
2950,2,0.39716,2.6127,2.5423,1.1483
2950,3,0.37138,2.7012,3.0768,1.447
2950,4,0.33237,0.60055,3.0568,1.5543
2950,5,0.57094,3.4581,3.0023,0.030834
2950,6,0.71948,3.9109,1.6995,0.40182
2950,7,0.48769,0.060362,2.1152,1.109
2950,8,0.38621,3.2111,3.0658,1.4803
2950,9,0.16958,0.18907,2.8911,2.0885
2950,10,0.30913,0.078604,3.0753,2.2644
2950,11,1.0955,0.52443,0.76454,0.91133
2950,12,0.67962,0.0075941,1.0073,2.9716
2950,13,0.45096,3.8874,2.9599,0.0062246
2950,14,0.31937,0.76413,3.0237,1.4855
2950,15,0.69272,2.6012,2.0962,0.71662
2950,16,0.39714,2.593,3.0536,0.0056595
2950,17,0.39534,2.2823,2.5433,2.7567
2950,18,1.6128,3.4663,0.87223,0.18011
2950,19,0.55003,2.8479,2.3329,2.1412
2950,20,0.59291,3.9743,1.4915,0.047247
2950,21,1.0519,3.1204,0.96195,3.3238
2950,22,1.37,0.0028165,0.537,1.3561
2950,23,1.1792,1.5941,1.1947,0.69882
2950,24,0.37739,0.85232,2.8694,3.0089
2950,25,4.9752,5.2565,0.27034,0.026409
2950,26,1.1209,0.62334,0.90006,1.6661
2950,27,8.939,4.1883,0.15108,0.0038129
2950,28,0.52997,1.7275,2.52,1.9136
2950,29,0.21884,0.11648,1.296,3.4722
2950,30,0.58976,3.5049,1.9092,1.7338
2950,31,0.20453,2.9882,2.8787,2.2095
2950,32,3.8824,4.9124,0.20824,0.018545
2980,1,0.15821,5.9658,2.8758,0.033108
2980,2,3.9909,0.43916,0.16315,4.759
2980,3,0.17276,5.9943,2.9848,0.9543
2980,4,0.39241,5.9858,3.0748,1.6424
2980,5,0.42167,5.9872,3.0897,0.0076483
2980,6,0.60419,0.011508,0.8991,1.2236
2980,7,0.36736,0.031358,0.98234,1.0959
2980,8,1.2151,0.0087728,0.50977,1.809
2980,9,0.7628,0.010145,1.5773,0.80623
2980,10,0.21266,0.02704,3.0766,0.55356
2980,11,0.15287,0.056848,3.0821,2.0542
2980,12,0.1409,0.014057,1.282,1.7999
2980,13,0.22721,0.023066,3.0907,0.56982
2980,14,0.070203,0.11888,3.0555,2.2249
2980,15,1.0449,0.0077818,0.55836,2.7713
2980,16,1.0133,0.012395,0.31189,0.0013115
2980,17,0.6643,0.013666,2.131,0.67485
2980,18,0.078374,1.2072,2.4105,2.2877
2980,19,0.45128,0.016313,0.9228,2.0406
2980,20,0.53113,1.2908,3.0776,0.15422
2980,21,0.2034,0.074482,1.796,1.0338
2980,22,0.12573,0.14963,3.0801,2.4635
2980,23,1.0551,5.4087,1.2279,0.004798
2980,24,0.080227,0.054953,3.0574,0.22796
2980,25,0.44978,5.3887,3.0465,1.2925
2980,26,0.18636,0.30801,3.0848,0.70521
2980,27,0.16914,0.22523,3.0861,2.2274
2980,28,0.22909,0.026108,3.0865,0.50407
2980,29,0.12935,0.073844,3.0755,1.2709
2980,30,0.43599,0.010023,1.1842,0.34243
2980,31,4.6747,0.17202,0.23984,0.35337
2980,32,0.80875,0.02346,0.64798,0.0035162
3017,1,4.7328,2.9525,0.24017,1.9287
3017,2,0.53403,3.4106,0.16676,0.14548
3017,3,0.87521,1.5673,1.3899,0.0923
3017,4,5.7114,3.0981,0.12854,1.3523
3017,5,0.49995,1.3474,1.1427,0.98578
3017,6,0.87994,1.163,0.44051,0.46674
3017,7,0.76401,1.5587,1.0901,0.95291
3017,8,0.28282,1.4532,1.4234,0.34416
3017,9,0.33341,0.74073,1.2855,0.010604
3017,10,11.575,2.9125,0.12078,1.7152
3017,11,3.7635,3.0909,0.20082,0.071149
3017,12,0.56291,0.8382,0.86639,0.53003
3017,13,0.67114,1.258,0.75031,0.73238
3017,14,1.0511,0.23228,0.35331,0.17965
3017,15,3.1656,2.13,0.20663,0.64421
3017,16,5.4352,2.8031,0.28731,1.2346
3017,17,0.13694,0.040287,0.85189,0.0046391
3017,18,0.47875,1.6425,1.5494,0.0065395
3017,19,0.25255,1.1993,2.8215,0.082585
3017,20,2.2095,2.4058,0.62856,0.71078
3017,21,1.3346,2.3657,0.61099,0.32805
3017,22,0.13658,0.06844,3.0178,0.51588
3017,23,0.39851,0.023397,1.4941,0.21817
3017,24,5.3059,2.0562,0.13734,1.3897
3017,25,0.22138,0.072543,3.0275,0.23693
3017,26,0.99505,1.601,0.78793,1.0301
3017,27,0.92336,1.4908,0.73545,0.020312
3017,28,0.66036,1.4898,1.234,0.28364
3019,1,1.8621,3.945,0.17052,0.0036518
3019,2,9.6869,3.33,0.11998,2.654
3019,3,1.4797,4.1621,0.47078,0.014029
3019,4,5.3399,2.8911,0.18583,0.75378
3019,5,3.3283,3.3856,0.16697,0.0016584
3019,6,10.393,3.3444,0.11618,0.14757
3019,7,0.87156,3.0072,0.71466,0.0041513
3019,8,8.2406,2.7961,0.11556,0.081014
3019,9,0.96227,1.0874,0.61489,0.68807
3019,10,1.3554,0.0041153,0.48218,0.62964
3019,11,0.70382,2.4518,1.9676,0.0033888
3019,12,6.1569,2.7832,0.15904,0.014377
3019,13,0.3686,0.18752,2.1105,0.21797
3019,14,7.0157,2.9208,0.11431,0.00064632
3019,15,9.3131,3.0399,0.14799,0.29608
3019,16,1.137,2.8845,0.73756,0.0024745
3019,17,0.33985,0.016383,1.1758,0.59634
3019,18,8.5479,3.0695,0.12254,0.15692
3019,19,7.194,2.9337,0.13098,0.0032071
3019,20,0.31787,3.8991,3.0107,0.034127
3019,21,0.15024,4.7416,3.0628,0.0087486
3019,22,12.273,3.1545,0.1084,0.1393
3019,23,0.17737,0.0289,3.0529,0.43968
3019,24,1.3714,2.1695,0.42842,0.054243
3019,25,9.5142,2.9355,0.15691,0.0024196
3019,26,2.2545,3.892,0.14418,0.001394
3019,27,12.27,2.8427,0.12271,0.0037711
3019,28,0.38171,0.012034,1.1461,0.61008
3019,29,9.5628,3.0401,0.11131,0.001055
3019,30,0.54872,0.64243,1.1628,0.0014264
3019,31,10.278,3.1495,0.10741,0.00080387
3019,32,5.5891,3.1611,0.12006,0.0016078
3184,1,1.2739,0.45024,0.71868,2.4537
3184,2,3.0576,5.9984,0.68167,0.60949
3184,3,0.30362,0.044562,3.073,2.8643
3184,4,0.31296,5.9812,2.9736,3.9157
3184,5,0.5724,0.019369,1.8268,1.9454
3184,6,0.43984,3.748,3.0814,2.1645
3184,7,0.34189,0.041349,2.0689,2.8995
3184,8,0.37095,3.0031,3.0925,2.0086
3184,9,0.34464,0.40156,3.09,1.0867
3184,10,0.37226,0.016587,3.0933,1.0009
3184,11,0.21852,0.052685,3.0828,3.6761
3184,12,0.24358,0.07353,3.0851,3.9611
3184,13,0.24576,0.050442,1.5258,4.5509
3184,14,0.34241,0.22091,3.0879,2.9486
3184,15,0.31486,1.4434,3.0911,2.3377
3184,16,0.38003,0.060162,3.0929,0.95948
3184,17,0.35842,0.06321,3.0927,1.008
3184,18,0.27026,0.79333,3.0906,2.9123
3184,19,0.22711,0.038402,3.0875,3.1708
3184,20,0.53184,0.0093344,2.2934,1.209
3184,21,0.35693,0.044584,3.0912,0.90174
3184,22,0.19541,0.025179,3.0836,4.6864
3184,23,0.34324,0.021182,3.0875,1.8396
3184,24,0.36538,0.34307,3.0942,0.90526
3184,25,0.38087,0.14352,3.0946,1.0527
3184,26,0.37126,0.17821,3.0942,0.82186
3184,27,0.25596,0.02001,3.0887,2.4888
3184,28,0.3317,0.023193,3.0862,1.3789
3184,29,0.2579,0.3788,3.0887,3.1274
3184,30,0.40582,0.073398,3.094,0.94123
3184,31,0.32959,0.016578,3.0933,1.5575
3184,32,0.49997,4.9475,3.092,0.013917
3313,1,1.5497,0.021025,0.74031,2.581
3313,2,0.089748,0.25483,3.0135,1.8534
3313,3,0.10206,0.06083,3.0519,2.5459
3313,4,2.122,0.0060328,0.31533,0.67373
3313,5,1.4853,4.509,0.86558,0.72705
3313,6,10.321,5.7765,0.11289,0.015935
3313,7,1.4294,1.0397,0.47245,0.0065709
3313,8,0.10899,0.07373,2.9945,5.4887
3313,9,0.018491,5.9404,2.4549,0.64145
3313,10,1.0639,0.26223,0.5019,4.6003
3313,11,0.15127,5.0247,3.0872,0.0027481
3313,12,0.36104,0.0077204,1.1379,3.8268
3313,13,0.18764,3.0926,3.0929,0.0014152
3313,14,7.008,1.0131,0.15168,0.28322
3313,15,0.48133,0.24627,1.866,2.1466
3313,16,0.13101,1.0157,3.0737,0.34157
3313,17,0.52419,1.7838,1.173,1.9795
3313,18,0.20168,2.5787,3.0844,0.0074187
3313,19,12.996,0.57842,0.11154,0.70967
3313,20,0.20461,0.21031,3.086,0.58958
3313,21,0.219,0.010765,2.7852,1.1137
3313,22,0.22714,0.01664,3.0865,0.59287
3313,23,0.22201,0.078933,3.0929,0.46287
3313,24,0.39895,0.51758,1.2685,1.4743
3313,25,0.18273,0.056998,3.0899,0.4655
3313,26,0.32481,3.4802,3.0957,0.0052145
3313,27,0.15353,0.23746,3.0866,0.53801
3313,28,0.00042485,5.9289,3.0177,4.9186
3313,29,0.13585,0.773,3.087,0.35778
3313,30,0.18034,0.0081034,2.7969,0.66214
3313,31,0.1692,0.018464,3.0885,0.39024
3313,32,0.1724,0.071492,2.5601,0.17515
3324,1,0.19684,5.9858,3.0825,0.009133
3324,2,0.077275,5.9585,3.0658,3.6819
3324,3,0.063318,4.0523,3.0745,0.0046016
3324,4,0.00030521,5.9069,3.0051,3.3271
3324,5,0.91805,0.096379,0.64212,0.31604
3324,6,0.30922,0.044205,0.50132,3.4725
3324,7,0.23412,5.9944,1.058,0.059265
3324,8,1.7047,5.9989,0.63077,1.0985
3324,9,0.15759,5.9964,3.0761,0.0027933
3324,10,0.30781,1.2939,1.1969,0.47923
3324,11,0.070213,5.9764,3.0655,2.6138
3324,12,0.00023081,5.9102,3.0046,2.9484
3324,13,0.23065,0.02978,1.0154,0.74048
3324,14,0.027208,5.9678,3.0559,2.9164
3324,15,0.00037876,5.9185,3.0094,3.0037
3324,16,0.10206,1.2632,3.0917,0.36246
3324,17,0.11261,0.02002,3.0837,0.68713
3324,18,0.00011099,5.9029,3.0035,3.9752
3324,19,0.045628,1.2044,0.76014,2.3681
3324,20,0.12209,0.8722,3.0917,0.29213
3324,21,0.11634,1.1842,3.0898,0.41783
3324,22,0.11687,0.010227,0.94933,2.9246
3324,23,1.438,2.16,0.31847,0.2981
3324,24,0.13093,0.53361,3.0916,0.29735
3324,25,0.034163,0.15316,3.0416,2.4225
3324,26,0.27748,5.9967,1.4622,0.0094411
3324,27,11.014,5.705,0.10873,0.0081521
3324,28,0.064284,5.9768,3.0159,0.23053
3324,29,10.007,5.1787,0.12729,0.003583
3324,30,0.60409,1.618,0.27051,0.010625
3324,31,8.1779,5.4513,0.12694,0.014813
3324,32,5.2908,5.2294,0.22883,0.038599
3553,1,0.08989,0.57544,2.849,1.3718
3553,2,2.6271,1.3034,0.26063,0.88909
3553,3,0.2492,3.1089,2.4127,2.377
3553,4,0.19098,0.049282,3.0801,0.44118
3553,5,0.20422,0.019407,3.0852,0.69047
3553,6,4.3865,5.5957,0.21444,0.10605
3553,7,1.4908,0.003844,0.6809,2.0198
3553,8,0.21055,4.1433,3.0824,0.052083
3553,9,0.088779,0.21979,3.0651,3.3708
3553,10,0.13215,0.15086,3.0747,0.57484
3553,11,0.093762,0.16795,3.0713,2.8679
3553,12,0.20953,0.60073,3.0876,0.6041
3553,13,0.14749,0.03834,3.0817,0.34437
3553,14,0.29757,0.051858,3.0668,2.9805
3553,15,0.14611,0.67408,3.0802,0.89949
3553,16,0.16308,0.075185,3.078,0.35495
3553,17,0.20777,0.024834,2.0075,0.096383
3553,18,0.34898,0.0089353,2.3444,0.66593
3553,19,0.13382,0.042551,3.0362,0.17191
3553,20,0.2089,0.026362,3.0767,2.7345
3553,21,0.21682,2.7984,3.0954,0.0047292
3553,22,0.09495,0.048288,1.7899,2.6784
3553,23,0.087346,0.054531,2.3954,0.0011587
3553,24,0.15474,0.10229,3.0591,2.8354
3553,25,0.071524,5.948,2.9867,0.0018799
3553,26,0.9481,0.0066287,1.0908,0.90632
3553,27,0.11192,0.24309,3.014,0.13962
3553,28,3.6044,5.6764,0.4312,0.03595
3553,29,0.39311,5.9691,1.8145,0.35885
3553,30,0.00084643,5.8561,2.8522,0.0031198
3553,31,0.80811,0.011037,0.70876,0.082612
3553,32,4.9489,4.8589,0.19815,0.0066353
3553,33,0.19349,0.032088,3.0766,0.48366
3553,34,8.7555,5.5815,0.14371,0.032003
3553,35,0.097086,0.17308,3.0678,0.11138
3553,36,0.54423,5.9881,1.4361,2.5758
3553,37,4.6338,5.1145,0.19447,0.017337
3553,38,0.19317,0.044685,3.0661,0.29893
3553,39,0.20645,0.021783,2.185,0.39515
3553,40,0.15623,3.2667,2.935,1.6128
3586,1,0.74807,0.49012,0.93726,2.91
3586,2,2.2565,5.999,0.71816,0.078849
3586,3,0.18527,0.049559,1.2518,1.0609
3586,4,0.54237,1.3813,0.61785,4.2467
3586,5,0.38001,5.9914,3.0893,0.0092632
3586,6,0.19773,0.63705,3.0278,1.8452
3586,7,0.19209,0.40136,3.0714,1.9314
3586,8,0.18693,0.067666,3.0808,1.6927
3586,9,0.22775,0.04068,2.4733,1.3128
3586,10,0.19981,0.059408,3.0796,2.3131
3586,11,0.20975,0.03764,1.8299,1.705
3586,12,0.091542,0.17934,3.0727,3.2736
3586,13,0.23568,0.029004,1.9921,0.70181
3586,14,0.15138,5.9763,2.4001,2.2597
3586,15,0.5597,5.9934,3.0888,0.69137
3586,16,0.1839,5.9842,3.0536,1.5335
3586,17,0.19514,5.9884,3.0812,0.25208
3586,18,0.14985,0.048498,2.9542,3.2745
3586,19,0.26176,4.738,3.0931,0.0061388
3586,20,0.091552,0.11814,3.0458,3.5085
3586,21,0.59668,0.045234,0.78849,2.2087
3586,22,0.29562,0.013928,1.7672,0.92581
3586,23,0.25787,1.4001,3.0913,0.60385
3586,24,0.21209,2.5059,3.0925,1.243
3586,25,0.18288,0.029964,3.0863,0.96268
3586,26,0.17024,0.019501,3.0698,2.5205
3586,27,0.17942,0.024891,3.0863,0.85206
3586,28,0.15449,0.38172,3.0907,1.6826
3586,29,0.15331,0.020511,2.1937,2.952
3586,30,0.17832,0.070955,3.0845,0.9342
3586,31,0.15251,0.056492,3.0765,0.6656
