"id","trial","dcm1","dcm2","dcm3","dcm4"
1952,25,0.17511,5.304,3.0805,0.012387
1952,26,8.1969,5.5528,0.11747,0.0090815
1952,27,0.17294,0.025964,3.0415,0.57129
1952,28,3.8682,5.5592,0.19092,0.0361
1952,29,0.093251,0.46623,3.0362,2.243
1952,30,0.1494,0.024034,3.0631,0.57863
1952,31,0.14239,0.31369,3.0818,0.43744
1952,32,0.09475,0.30129,2.5172,2.0905
2012,1,0.15696,5.988,3.0522,1.2038
2012,2,0.68771,0.024012,1.7361,0.92815
2012,3,0.087484,0.027024,3.0681,2.7906
2012,4,4.7922,4.138,0.15655,1.1165
2012,5,0.18993,5.9116,3.0933,1.7049
2012,6,0.14241,1.3912,3.0836,1.542
2012,7,0.29858,0.0085632,1.8807,0.68415
2012,8,0.38646,1.3309,1.4151,0.6764
2012,9,0.12298,0.087856,0.92856,2.887
2012,10,0.16662,1.0306,3.0882,0.19757
2012,11,0.25061,0.014199,1.3626,2.1281
2012,12,0.23802,2.3769,3.0878,0.0064577
2012,13,0.27361,0.0096389,1.8152,1.2775
2012,14,0.1187,0.064091,3.0797,1.4666
2012,15,0.22282,5.9952,3.0792,1.1653
2012,16,3.0993,5.1502,0.27662,0.015053
2012,17,4.3332,0.2166,0.12079,0.8393
2012,18,3.2473,3.7,0.21925,0.010505
2012,19,4.0797,5.0867,0.15028,2.5839
2012,20,0.25487,5.9939,3.085,0.64663
2012,21,4.2855,3.8422,0.16066,0.0054547
2012,22,5.9451,3.9726,0.12266,0.0013713
2012,23,2.5277,5.7633,0.40838,1.8984
2012,24,0.11218,0.056503,3.0682,0.0387
2012,25,0.081191,0.075936,3.0523,2.0331
2012,26,0.24849,0.69398,3.069,0.36528
2012,27,0.044917,0.097175,3.0471,0.92651
2012,28,0.00016467,5.9276,2.9899,0.00094318
2012,29,0.3391,0.019047,0.86053,1.2879
2012,30,8.1859,0.053338,0.13996,0.045001
2012,31,0.67917,0.0031902,0.70582,1.0292
2012,32,0.23596,2.3812,2.4292,0.85627
2012,33,0.41028,0.01112,0.39549,1.5166
2012,34,0.27785,0.011085,0.68357,3.5351
2012,35,0.00082013,5.9351,2.9881,1.0782
2012,36,0.15932,5.9717,3.0515,0.18972
2012,37,0.00018165,5.9276,2.991,0.001025
2012,38,0.38958,0.018598,1.1432,2.8073
2012,39,1.3855,0.012162,0.54571,0.56992
2147,1,0.10359,5.4149,3.0003,0.31069
2147,2,0.00097406,5.9121,2.928,6.4091
2147,3,0.45592,0.013261,0.93842,1.117
2147,4,0.1393,5.9887,3.0411,3.3902
